,WarNum,WarName,WarType,Ccode,Player,Side,Intnl,Unnamed: 7,StartMonth,StartDay,StartYear,EndMonth,EndDay,EndYear,Intiator,WhereFought,Outcome,Death,stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,version,exact_match,war_sum_milex,war_sum_milper,war_sum_irst,war_sum_pec,war_milex_pct,war_milper_pct,war_irst_pct,war_pect_pct
113394,850,Fifth Lebanese,4,652,Syria,2,1,,2,-9,1989,10,13,1990,,6,1,150,SYR,652,1989,1510000,400,0,20493,11719,3967,0.0038493,2011,TRUE,1509991,418,0,21543,1.00000596,0.956937799,0,0.95126027
113461,211,Gulf War,1,652,Syria,1,,,1,16,1991,4,11,1991,0,6,1,0,SYR,652,1991,4500000,408,63,21979,12529,4231,0.0047798,2011,TRUE,442916070,6255,157888,4430839,0.010159938,0.065227818,0.000399017,0.00496046
113485,148,Arab-Israeli,1,660,Lebanon,2,,,5,15,1948,10,31,1948,0,6,2,500,LEB,660,1948,5059,3,0,11,1208,233,0.0003211,2011,TRUE,121931,199,0,3249,0.041490679,0.015075377,0,0.003385657
113562,743,First Lebanese,4,660,Lebanon,1,1,,5,9,1958,9,15,1958,,6,1,-9,LEB,660,1958,20812,9,0,36,1752,515,0.0004246,2011,TRUE,45523820,2420,77342,1437895,0.000457167,0.003719008,0,2.50366E-05
113654,833,Fourth Lebanese Civil,4,660,Lebanon,1,1,,4,18,1983,2,29,1984,,6,2,-9,LEB,660,1983,398000,20,0,1218,2676,737,0.0004387,2011,TRUE,22052890,598,17582,216417,0.018047521,0.033444816,0,0.005628024
113727,850,Fifth Lebanese,4,660,Lebanon,1,1,,2,-9,1989,10,13,1990,,6,2,-9,LEB,660,1989,-9,18,0,1050,2540,759,0.0003659,2011,TRUE,1509991,418,0,21543,-5.9603E-06,0.043062201,0,0.04873973
113753,148,Arab-Israeli,1,663,Jordan,2,,,5,15,1948,10,31,1948,1,6,2,1000,JOR,663,1948,6906,8,0,0,1159,0,0.000219,2011,TRUE,121931,199,0,3249,0.056638591,0.040201005,0,0
113839,169,Six Day War,1,663,Jordan,2,,,6,5,1967,6,10,1967,0,6,2,6100,JOR,663,1967,99972,60,0,19,2038,450,0.0007356,2011,TRUE,1257777,435,287,17467,0.079483088,0.137931034,0,0.001087766
113909,780,Black September,4,663,Jordan,1,1,,9,13,1970,9,24,1970,,6,1,750,JOR,663,1970,97452,70,0,685,2299,698,0.0008287,2011,TRUE,272845,145,0,3621,0.357169822,0.482758621,0,0.189174261
113979,181,Yom Kippur War,1,663,Jordan,2,,,10,10,1973,10,24,1973,0,6,2,23,JOR,663,1973,144515,70,0,1046,2537,916,0.0008708,2011,TRUE,8812100,885,414,81021,0.01639961,0.079096045,0,0.012910233
114046,885,South Yemeni Secessionist,5,679,Yemen,1,0,,2,21,1994,7,7,1994,,6,1,-9,YEM,679,1994,495000,69,0,6048,14859,1959,0.0013397,2011,TRUE,495000,69,0,6048,1,1,0,1
114079,935,First Yemeni Cleric,4,679,Yemen,1,0,,6,21,2004,4,8,2005,,6,1,900,YEM,679,2004,870000,67,0,7052,19613,3108,0.0015708,2011,TRUE,870000,67,0,7052,1,1,0,1
114105,941,Second Yemeni Cleric,4,679,Yemen,1,0,,1,29,2007,6,16,2007,,6,6,1500,YEM,679,2007,908000,67,0,7866,21182,3564,0.0016132,2011,TRUE,908000,67,0,7866,1,1,0,1
114139,730,Costa Rica,4,94,Costa Rica,1,0,,3,12,1948,4,17,1948,,1,2,1500,COS,94,1948,3051,1,0,19,750,0,0.000089,2011,TRUE,3051,1,0,19,1,1,0,1
114206,151,Korean,1,731,North Korea,2,,,6,24,1950,7,27,1953,1,7,6,316579,PRK,731,1950,-9,120,38,170,9488,473,0.0026702,2011,TRUE,23376515,8330,124959,1700195,-3.85002E-07,0.014405762,0.0003041,9.99885E-05
114270,151,Korean,1,732,South Korea,1,,,6,24,1950,7,27,1953,0,7,6,113248,ROK,732,1950,32000,109,4,631,20357,3127,0.0047363,2011,TRUE,23376515,8330,124959,1700195,0.001368895,0.013085234,3.20105E-05,0.000371134
114349,163,"Vietnam War, Phase 2",1,732,South Korea,2,,,5,1,1965,1,28,1973,0,7,2,4687,ROK,732,1965,111990,604,185,16896,28705,6904,0.0090671,2011,TRUE,53339760,3854,124761,1781471,0.00209956,0.156720291,0.001482835,0.009484297
114402,153,Off-shore Islands,1,713,Taiwan,2,,,9,3,1954,4,23,1955,0,7,2,1367,TAW,713,1954,67029,600,25,2380,8750,1932,0.0064802,2011,TRUE,2605234,3678,2250,62206,0.025728591,0.163132137,0.011111111,0.038259975
114468,751,First Laotian,4,812,Laos,1,1,,10,15,1960,7,15,1962,,7,3,4000,LAO,812,1960,21388,29,0,0,2337,111,0.0004502,2011,TRUE,21388,29,0,0,1,1,0,0
114531,756,Second Laotian Phase 1,4,812,Laos,1,1,,3,19,1963,1,12,1968,,7,4,11250,LAO,812,1963,39300,83,0,0,2509,121,0.0008777,2011,TRUE,51252308,2770,115281,1610682,0.000766795,0.029963899,0,0
114596,170,"Second Laotian, Phase 2",1,812,Laos,2,,,1,13,1968,4,17,1973,0,7,2,11250,LAO,812,1968,40000,62,0,4,2825,143,0.0006299,2011,TRUE,81511019,4234,119552,2108894,0.000490731,0.014643363,0,1.89673E-06
114664,803,Third Laotian,5,812,Laos,1,1,,4,-9,1976,5,-9,1979,,7,1,1000,LAO,812,1976,28000,46,0,1725,3065,202,0.0004983,2011,TRUE,27991,683,171,11935,1.000321532,0.067349927,0,0.144532886
114739,186,War over Angola,1,540,Angola,1,,,11,11,1975,2,12,1976,0,4,4,1000,ANG,540,1975,146004,30,5,4239,6123,695,0.0007264,2011,TRUE,1867242,255,6873,128040,0.078192329,0.117647059,0.000727484,0.033106842
114778,804,Angolan Control,4,540,Angola,1,1,,2,13,1976,5,15,1991,,4,3,-9,ANG,540,1976,-9,35,5,4107,6277,733,0.0008335,2011,TRUE,1445474,219,7392,123666,-6.22633E-06,0.159817352,0.000676407,0.033210422
114832,880,Angolan War of the Cities,4,540,Angola,1,0,,10,28,1992,11,15,1994,,4,3,-9,ANG,540,1992,-9,128,10,6980,10609,1751,0.0018103,2011,TRUE,-9,128,10,6980,0,1,1,1
114875,895,Fifth DRC,4,540,Angola,2,1,,4,28,1997,5,17,1997,,4,1,-9,ANG,540,1997,764000,95,9,8165,11569,2260,0.0015193,2011,TRUE,1033000,185,39,20960,0.739593417,0.513513514,0.230769231,0.389551527
114913,897,First Congo (Brazzaville),4,540,Angola,2,1,,10,10,1997,10,15,1997,,4,1,-9,ANG,540,1997,764000,95,9,8165,11569,2260,0.0015193,2011,TRUE,838000,105,9,9940,0.911694511,0.904761905,1,0.821428571
114952,905,Africa's World War,4,540,Angola,1,1,,8,24,1998,11,4,2002,,4,3,-9,ANG,540,1998,974000,100,9,8128,12092,2371,0.0016371,2011,TRUE,2303000,403,251,51587,0.422926617,0.248138958,0.035856574,0.157559075
114990,907,Third Angolan,4,540,Angola,1,0,,12,4,1998,2,22,2002,,4,1,-9,ANG,540,1998,974000,100,9,8128,12092,2371,0.0016371,2011,TRUE,974000,100,9,8128,1,1,1,1
115008,757,First Ogaden,5,520,Somalia,2,1,,11,-9,1963,3,30,1964,,4,2,-9,SOM,520,1963,4480,9,0,1,4048,121,0.0003292,2011,TRUE,26380,64,0,23,0.169825625,0.140625,0,0.043478261
115074,805,Second Ogaden Phase 1,5,520,Somalia,2,1,,7,1,1976,7,22,1977,,4,4,1900,SOM,520,1976,26211,31,0,1546,5683,291,0.0005225,2011,TRUE,154221,221,250,27141,0.169957399,0.140271493,0,0.056961792
115128,187,"Second Ogaden War, Phase 2",1,520,Somalia,2,,,7,23,1977,3,9,1978,1,4,4,8000,SOM,520,1977,31771,53,0,1594,5924,311,0.0006757,2011,TRUE,937036,478,330,28354,0.033905848,0.110878661,0,0.056217818
115184,808,Second Ogaden Phase 3,5,520,Somalia,2,1,,11,22,1980,12,3,1980,,4,2,2000,SOM,520,1980,97893,54,0,2200,6713,377,0.000717,2011,TRUE,1332370,497,324,28849,0.073472834,0.108651911,0,0.076259142
115245,848,First Somalia,4,520,Somalia,1,0,,5,26,1988,1,26,1991,,4,2,-9,SOM,520,1988,46000,47,0,2624,8354,695,0.0006865,2011,TRUE,46000,47,0,2624,1,1,0,1
115301,870,Second Somalia,4,520,Somalia,1,1,,11,-9,1991,1,-9,1997,,4,3,-9,SOM,520,1991,-9,7,0,2080,8753,814,0.0005449,2011,TRUE,352628891,3664,134885,3575690,-2.55226E-08,0.00191048,0,0.000581706
115369,938,Third Somalia,4,520,Somalia,1,1,,3,6,2006,6,1,2008,,4,1,-9,SOM,520,2006,-9,0,0,3974,8688,2302,0.0005704,2011,TRUE,344982,385,0,35167,-2.60883E-05,0,0,0.113003668
115383,758,First South Sudan,5,625,Sudan,1,0,,10,1,1963,2,28,1972,,6,3,-9,SUD,625,1963,22688,17,0,20,11855,294,0.0008824,2011,TRUE,22688,17,0,20,1,1,0,1
115460,836,Second South Sudan,4,625,Sudan,1,0,,11,17,1983,1,10,2005,,6,3,-9,SUD,625,1983,246876,86,0,11677,20777,2432,0.0018977,2011,TRUE,246876,86,0,11677,1,1,0,1
115532,905,Africa's World War,4,625,Sudan,1,1,,9,17,1998,7,22,2002,,4,3,-9,SUD,625,1998,381000,105,0,15372,28292,6093,0.0024459,2011,TRUE,2303000,403,251,51587,0.165436387,0.260545906,0,0.29798205
115594,927,Darfur,5,625,Sudan,1,0,,2,26,2003,12,11,2006,,6,6,-9,SUD,625,2003,392000,104,0,21092,29974,4834,0.0024168,2011,TRUE,392000,104,0,21092,1,1,0,1
115607,760,Second DRC (Jeunesse),5,490,Congo,1,0,,10,-9,1963,1,1,1965,,4,1,-9,CON,484,1963,4000,2,0,161,1059,137,0.000125,2011,TRUE,4000,2,0,161,1,1,0,1
115661,762,Third DRC (Simba) Rebellion,4,490,Congo,1,1,,1,1,1964,9,14,1965,,4,1,250,CON,484,1964,5003,2,0,125,1084,139,0.0001234,2011,TRUE,503759,117,8796,44033,0.009931336,0.017094017,0,0.00283878
115747,897,First Congo (Brazzaville),4,484,Congo,1,1,,6,5,1997,10,15,1997,,4,2,-9,CON,484,1997,74000,10,0,1775,2745,1594,0.0003458,2011,TRUE,838000,105,9,9940,0.088305489,0.095238095,0,0.178571429
115764,761,First Rwanda,4,517,Rwanda,1,0,,11,15,1963,2,6,1964,,4,1,100,RWA,517,1963,2600,1,0,1,2924,0,0.0001661,2011,TRUE,2600,1,0,1,1,1,0,1
115846,886,Second Rwanda,4,517,Rwanda,1,0,,4,6,1994,7,18,1994,,4,2,-9,RWA,517,1994,109000,30,0,806,5296,201,0.0004279,2011,TRUE,109000,30,0,806,1,1,0,1
115900,895,Fifth DRC,4,517,Rwanda,2,1,,1,1,1997,5,17,1997,,4,1,-9,RWA,517,1997,103000,40,0,2237,5883,269,0.000542,2011,TRUE,1033000,185,39,20960,0.099709584,0.216216216,0,0.106727099
115951,896,Third Rwanda,4,517,Rwanda,1,0,,3,17,1997,10,30,1998,,4,1,300,RWA,517,1997,103000,40,0,2237,5883,269,0.000542,2011,TRUE,103000,40,0,2237,1,1,0,1
116003,905,Africa's World War,4,517,Rwanda,2,1,,8,11,1998,7,22,2002,,4,3,-9,RWA,517,1998,144000,40,0,2269,6604,296,0.0005801,2011,TRUE,2303000,403,251,51587,0.062527139,0.099255583,0,0.043983949
116057,920,Fourth Rwanda,4,517,Rwanda,1,0,,5,21,2001,9,4,2001,,4,1,-9,RWA,517,2001,98000,70,0,1589,7740,375,0.0008517,2011,TRUE,98000,70,0,1589,1,1,0,1
116111,818,Mozambique,4,541,Mozambique,1,1,,10,21,1979,10,4,1992,,4,1,-9,MZM,541,1979,111399,30,0,9841,9958,703,0.0008837,2011,TRUE,671220,123,528,26473,0.165964959,0.243902439,0,0.371737242
116146,763,Zanzibar Arab-African,4,511,Zanzibar,1,0,,1,12,1964,1,15,1964,,4,2,-9,ZAN,511,1964,0,0,0,1,335,0,0.0000174,2011,TRUE,0,0,0,1,0,0,0,1
116211,766,Dominican Republic,4,42,Dominican Republic,1,1,,4,25,1965,9,6,1965,,1,7,2500,DOM,42,1965,35000,17,0,62,3806,526,0.0005245,2011,TRUE,51862008,2677,119260,1700419,0.000674868,0.006350392,0,3.64616E-05
116263,768,First Uganda,5,500,Uganda,1,0,,5,23,1966,6,1,1966,,4,1,-9,UGA,500,1966,14282,11,19,83,8397,127,0.0005569,2011,TRUE,14282,11,19,83,1,1,1,1
116326,190,Ugandian-Tanzanian,1,500,Uganda,2,,,10,28,1978,4,11,1979,1,4,2,1500,UGA,500,1978,156012,6,7,2574,12780,512,0.0007278,2011,TRUE,3420925,120,7,23213,0.045605209,0.05,1,0.110886141
116379,822,Second Uganda,5,500,Uganda,1,0,,12,8,1980,3,19,1986,,4,2,40000,UGA,500,1980,250090,6,4,2731,13120,552,0.0007398,2011,TRUE,250090,6,4,2731,1,1,1,1
116436,843,Holy Spirit Movement,4,500,Uganda,1,0,,8,-9,1986,10,-9,1987,,4,1,2000,UGA,500,1986,80000,15,0,3135,15089,673,0.0007593,2011,TRUE,80000,15,0,3135,1,1,0,1
116498,895,Fifth DRC,4,500,Uganda,2,1,,1,1,1997,1,30,1997,,4,1,-9,UGA,500,1997,166000,50,30,10558,20438,1072,0.0012284,2011,TRUE,1033000,185,39,20960,0.160696999,0.27027027,0.769230769,0.503721374
116550,905,Africa's World War,4,500,Uganda,2,1,,8,26,1998,7,22,2002,,4,3,-9,UGA,500,1998,230000,50,30,10633,20554,1122,0.0012519,2011,TRUE,2303000,403,251,51587,0.099869735,0.124069479,0.119521912,0.20611782
116571,771,First Chad (FROLINAT) Rebellion,5,483,Chad,1,1,,11,-9,1966,6,16,1971,,4,1,500,CHA,483,1966,5777,5,0,3,3371,101,0.0002385,2011,TRUE,5902714,575,20410,195046,0.000978702,0.008695652,0,1.5381E-05
116638,820,Second Chad (Habre Revolt),5,483,Chad,1,1,,3,22,1980,9,-9,1984,,4,2,3500,CHA,483,1980,62031,3,0,243,4477,290,0.0002591,2011,TRUE,24466921,634,17582,228652,0.002535301,0.004731861,0,0.00106275
116697,207,War over the Aouzou Strip,1,483,Chad,1,,,11,15,1986,9,11,1987,1,18,1,1000,CHA,483,1986,48660,22,0,277,5122,443,0.0003813,2011,TRUE,1458660,113,0,20123,0.033359385,0.194690265,0,0.013765343
116753,852,Third Chad (Deby Coup),4,483,Chad,1,0,,3,-9,1989,12,4,1990,,4,2,3000,CHA,483,1989,57990,33,0,305,5556,689,0.0004831,2011,TRUE,57990,33,0,305,1,1,0,1
116815,905,Africa's World War,4,483,Chad,1,1,,9,30,1998,4,18,1999,,4,3,-9,CHA,483,1998,64000,30,0,1781,7270,1185,0.0005833,2011,TRUE,2303000,403,251,51587,0.027789839,0.074441687,0,0.034524202
116868,906,Fourth Chad (Togoimi Revolt),4,483,Chad,1,0,,10,16,1998,4,28,2000,,4,7,-9,CHA,483,1998,64000,30,0,1781,7270,1185,0.0005833,2011,TRUE,64000,30,0,1781,1,1,0,1
116928,937,Fifth Chad,4,483,Chad,1,0,,12,18,2005,12,20,2006,,4,1,100,CHA,483,2005,56000,30,0,2164,10014,854,0.0006181,2011,TRUE,56000,30,0,2164,1,1,0,1
116953,163,"Vietnam War, Phase 2",1,811,Cambodia,2,,,3,1,1970,4,17,1975,0,7,2,2500,CAM,811,1970,119481,85,0,1901,6938,405,0.0011094,2011,TRUE,53339760,3854,124761,1781471,0.002239999,0.022055008,0,0.001067096
117013,176,Communist Coalition,1,811,Cambodia,2,,,3,23,1970,7,2,1971,0,7,4,5000,CAM,811,1970,119481,85,0,1901,6938,405,0.0011094,2011,TRUE,78526489,3607,119659,2286675,0.001521538,0.02356529,0,0.000831338
117074,785,Khmer Rouge,4,811,Cambodia,1,1,,7,3,1971,4,17,1975,,7,2,45000,CAM,811,1971,97036,205,0,1498,7038,398,0.001875,2011,TRUE,74959036,2925,109265,2313352,0.00129452,0.07008547,0,0.000647545
117140,189,Vietnamese-Cambodian,1,811,Cambodia,2,,,9,24,1977,1,8,1979,1,7,4,5000,CAM,811,1977,-9,70,0,1336,6824,395,0.0009857,2011,TRUE,-18,685,152,12239,0,0.102189781,0,0.109159245
117202,475,Khmer Insurgency,3,811,Cambodia,1,,,1,9,1979,9,25,1989,0,7,4,15000,CAM,811,1979,-9,10,0,1307,6535,382,0.0004836,2011,TRUE,-18,660,119,12536,0,0.015151515,0,0.104259732
117272,857,First Cambodian Civil War,4,811,Cambodia,1,0,,9,26,1989,10,23,1991,,7,3,-9,CAM,811,1989,-9,99,0,1756,8430,800,0.0011782,2011,TRUE,-9,99,0,1756,0,1,0,1
117336,881,Second Cambodia Civil,4,811,Cambodia,1,0,,1,29,1993,7,1,1997,,7,1,-9,CAM,811,1993,74000,102,0,3475,9308,911,0.001165,2011,TRUE,74000,102,0,3475,1,1,0,1
117379,783,First Sri Lanka-JVP,4,780,Sri Lanka,1,0,,4,6,1971,5,16,1971,,7,1,53,SRI,780,1971,29486,10,0,4237,12608,805,0.0009315,2011,TRUE,29486,10,0,4237,1,1,0,1
117456,835,First Sri Lanka Tamil,5,780,Sri Lanka,1,1,,7,25,1983,2,22,2002,,7,3,8500,SRI,780,1983,77667,16,0,6282,15417,1285,0.0009718,2011,TRUE,9727667,1276,12262,352830,0.007984134,0.012539185,0,0.017804608
117525,845,Second Sri Lanka-JVP,4,780,Sri Lanka,1,0,,7,29,1987,12,29,1989,,7,1,-9,SRI,780,1987,387160,22,0,6863,16361,1452,0.0010476,2011,TRUE,387160,22,0,6863,1,1,0,1
117609,940,Second Sri Lanka Tamil,5,780,Sri Lanka,1,0,,10,11,2006,12,31,2007,,7,5,-9,SRI,780,2006,863000,111,30,9614,20138,668,0.0017177,2011,TRUE,863000,111,30,9614,1,1,1,1
117626,789,First Burundi,4,516,Burundi,1,0,,4,29,1972,5,25,1972,,4,1,500,BUI,516,1972,4903,3,0,264,3470,0,0.0001804,2011,TRUE,4903,3,0,264,1,1,0,1
117698,883,Second Burundi,4,516,Burundi,1,0,,10,21,1993,6,-9,1998,,4,7,-9,BUI,516,1993,27000,13,0,1953,5769,273,0.0003296,2011,TRUE,27000,13,0,1953,1,1,0,1
117754,905,Africa's World War,4,516,Burundi,2,1,,9,17,1998,7,22,2002,,4,3,-9,BUI,516,1998,82000,35,0,2341,6457,341,0.0005296,2011,TRUE,2303000,403,251,51587,0.035605732,0.086848635,0,0.04537965
117808,918,Third Burundi,4,516,Burundi,1,0,,3,21,2001,10,8,2003,,4,3,150,BUI,516,2001,35000,46,0,2514,6847,396,0.000631,2011,TRUE,35000,46,0,2514,1,1,0,1
117822,795,Dhofar Rebellion Phase 2,5,698,Oman,1,1,,10,-9,1973,12,11,1975,,6,1,370,OMA,698,1973,119760,8,0,21,807,0,0.0001549,2011,TRUE,10546522,670,26794,426813,0.011355402,0.011940299,0,4.92019E-05
117882,211,Gulf War,1,698,Oman,1,,,1,16,1991,4,11,1991,0,6,1,0,OMA,698,1991,1440000,29,0,8850,1864,0,0.0006475,2011,TRUE,442916070,6255,157888,4430839,0.00325118,0.004636291,0,0.001997364
117918,184,Turco-Cypriot,1,352,Cyprus,2,,,7,20,1974,8,16,1974,0,2,2,500,CYP,352,1974,18376,11,0,785,641,133,0.0001474,2011,TRUE,1155089,585,1458,28028,0.015908731,0.018803419,0,0.028007707
117972,186,War over Angola,1,490,Democratic Republic of the Congo,2,,,10,23,1975,2,12,1976,0,4,4,100,DRC,490,1975,147800,55,0,8130,22582,4920,0.0025044,2011,TRUE,1867242,255,6873,128040,0.079154175,0.215686275,0,0.063495783
118025,474,Western Saharan,3,435,Mauritania,1,,,12,11,1975,8,5,1979,0,6,7,2000,MAA,435,1975,27790,3,0,284,1371,0,0.0000927,2011,TRUE,826460,163,207,19945,0.033625342,0.018404908,0,0.014239158
118080,190,Ugandian-Tanzanian,1,510,Tanzania,1,,,10,28,1978,4,11,1979,0,4,1,1000,TAZ,510,1978,264913,63,0,7490,17443,1080,0.0014893,2011,TRUE,3420925,120,7,23213,0.077438997,0.525,0,0.322664024
118139,818,Mozambique,4,510,Tanzania,1,1,,-9,-9,1985,10,4,1992,,4,1,50,TAZ,510,1985,223420,43,0,9179,21733,2061,0.0014998,2011,TRUE,671220,123,528,26473,0.332856589,0.349593496,0,0.346730631
118195,190,Ugandian-Tanzanian,1,620,Libya,2,,,2,1,1979,4,11,1979,0,4,2,500,LIB,620,1979,3000000,51,0,13149,2632,1767,0.0018352,2011,TRUE,3420925,120,7,23213,0.876955794,0.425,0,0.566449834
118258,820,Second Chad (Habre Revolt),5,620,Libya,1,1,,12,-9,1980,9,-9,1984,,4,2,1000,LIB,620,1980,2750000,53,0,13210,2743,1905,0.0016982,2011,TRUE,24466921,634,17582,228652,0.112396652,0.083596215,0,0.057773385
118326,207,War over the Aouzou Strip,1,620,Libya,2,,,11,15,1986,9,11,1987,0,18,2,7000,LIB,620,1986,1410000,91,0,19846,3517,2736,0.0016167,2011,TRUE,1458660,113,0,20123,0.966640615,0.805309735,0,0.986234657
118370,818,Mozambique,4,552,Zimbabwe,1,1,,-9,-9,1982,10,4,1992,,4,1,500,ZIM,552,1982,336401,50,528,7453,7477,1243,0.001113,2011,TRUE,671220,123,528,26473,0.501178451,0.406504065,1,0.281532127
118419,831,Matabeleland,4,552,Zimbabwe,1,0,,1,-9,1983,12,27,1987,,4,1,-9,ZIM,552,1983,378076,46,672,8032,7740,1312,0.0011431,2011,TRUE,378076,46,672,8032,1,1,1,1
118482,905,Africa's World War,4,552,Zimbabwe,1,1,,8,21,1998,9,13,2002,,4,3,-9,ZIM,552,1998,334000,40,212,10673,11377,2190,0.0010774,2011,TRUE,2303000,403,251,51587,0.145028224,0.099255583,0.844621514,0.20689321
118516,842,South Yemen,4,680,Yemen People's Republic,1,0,,1,13,1986,1,29,1986,,6,2,4200,YPR,680,1986,211000,34,0,4861,2220,297,0.0004292,2011,TRUE,211000,34,0,4861,1,1,0,1
118535,854,Bougainville Secession,5,910,Papua New Guinea,1,0,,7,14,1989,9,-9,1992,,7,7,-9,PNG,910,1989,45570,3,0,1970,3630,166,0.000193,2011,TRUE,45570,3,0,1970,1,1,0,1
118628,860,First Liberia,4,450,Liberia,1,1,,12,24,1989,11,28,1990,,4,7,-9,LBR,450,1989,37620,7,0,945,2401,440,0.0001993,2011,TRUE,321890,101,220,40977,0.116872223,0.069306931,0,0.023061718
118724,878,Second Liberia,4,450,Liberia,1,1,,10,15,1992,8,19,1995,,4,3,-9,LBR,450,1992,-9,2,0,1008,2580,428,0.0001942,2011,TRUE,176891,78,140,52188,-5.08788E-05,0.025641026,0,0.019314785
118821,892,Third Liberia,4,450,Liberia,1,0,,4,5,1996,8,20,1996,,4,3,-9,LBR,450,1996,46000,-9,0,954,2820,494,0.0001839,2011,TRUE,46000,-9,0,954,1,0,0,1
118920,922,Fourth Liberian,4,450,Liberia,1,0,,2,-9,2002,8,11,2003,,4,2,-9,LBR,450,2002,1000,15,0,1625,3071,1042,0.0003312,2011,TRUE,1000,15,0,1625,1,1,0,1
118960,211,Gulf War,1,690,Kuwait,1,,,8,2,1990,4,11,1991,0,6,1,1000,KUW,690,1990,13100000,7,0,55261,2141,285,0.0034658,2011,TRUE,442916070,6255,157888,4430839,0.02957671,0.001119105,0,0.012471904
119003,211,Gulf War,1,696,United Arab Emirates,1,,,1,16,1991,4,11,1991,0,6,1,6,UAE,696,1991,4900000,66,45,46765,1983,1318,0.0022567,2011,TRUE,442916070,6255,157888,4430839,0.011063044,0.010551559,0.000285012,0.010554434
119045,211,Gulf War,1,694,Qatar,1,,,1,16,1991,4,11,1991,0,6,1,0,QAT,694,1991,934070,11,561,15688,503,264,0.0006383,2011,TRUE,442916070,6255,157888,4430839,0.00210891,0.001758593,0.003553152,0.003540639
119097,863,First Sierra Leone,4,451,Sierra Leone,1,0,,3,23,1991,4,23,1996,,4,1,-9,SIE,451,1991,12000,5,0,1761,4040,545,0.0002562,2011,TRUE,12000,5,0,1761,1,1,0,1
119156,898,Second Sierra Leone,4,451,Sierra Leone,1,1,,2,6,1998,11,10,2000,,4,2,-9,SIE,451,1998,26000,4,0,1602,4568,671,0.0002475,2011,TRUE,38020000,311,15195,453518,0.000683851,0.012861736,0,0.003532385
119192,215,Bosnian Independence,1,344,Croatia,1,,,4,7,1992,5,13,1992,0,2,4,500,CRO,344,1992,561000,103,102,11787,4470,1166,0.0012805,2011,TRUE,1861000,240,769,38040,0.301450833,0.429166667,0.132639792,0.309858044
119213,877,Bosnian-Serb Rebellion,5,344,Croatia,1,1,,10,19,1992,2,22,1994,,2,1,-9,CRO,344,1992,561000,103,102,11787,4470,1166,0.0012805,2011,TRUE,1561000,173,165,24759,0.35938501,0.595375723,0.618181818,0.476069308
119236,877,Bosnian-Serb Rebellion,5,344,Croatia,2,1,,2,23,1994,12,14,1995,,2,2,185,CRO,344,1994,1000000,70,63,12972,4649,1132,0.0011504,2011,TRUE,1561000,173,165,24759,0.64061499,0.404624277,0.381818182,0.523930692
119258,891,Croatia-Krajina War,5,344,Croatia,1,0,,5,-9,1995,11,-9,1995,,2,1,-9,CRO,344,1995,1773000,60,45,13476,4669,1114,0.0012246,2011,TRUE,1773000,60,45,13476,1,1,1,1
119276,871,Georgia,4,372,Georgia,1,0,,12,26,1991,3,-9,1992,,2,2,-9,GRG,372,1991,-9,-9,526,-9,5464,1923,0.0010948,2011,TRUE,-9,-9,526,-9,0,0,1,0
119300,882,Abkhazia Revolt,5,372,Georgia,1,0,,8,18,1993,4,14,1994,,2,2,5000,GRG,372,1993,-9,7,215,6898,5440,1849,0.0006914,2011,TRUE,-9,7,215,6898,0,1,1,1
119320,872,Nagorno-Karabakh,5,373,Azerbaijan,1,1,,12,26,1991,2,5,1993,,2,4,7000,AZE,373,1991,302500,-9,384,-9,7187,1665,0.0008929,2011,TRUE,449500,-18,384,-18,0.672969967,0,1,0
119344,216,Azeri-Armenian,1,373,Azerbaijan,2,,,2,6,1993,5,12,1994,0,2,2,8500,AZE,373,1993,128000,45,236,31221,7368,1773,0.0012292,2011,TRUE,279000,66,236,33056,0.458781362,0.681818182,1,0.944488141
119364,872,Nagorno-Karabakh,5,371,Armenia,2,1,,12,26,1991,2,5,1993,,2,4,1000,ARM,371,1991,147000,-9,0,-9,3612,1325,0.0004791,2011,TRUE,449500,-18,384,-18,0.327030033,0,0,0
119388,216,Azeri-Armenian,1,371,Armenia,1,,,2,6,1993,5,12,1994,1,2,1,5500,ARM,371,1993,151000,21,0,1835,3731,1419,0.0004907,2011,TRUE,279000,66,236,33056,0.541218638,0.318181818,0,0.055511859
119408,873,Dniestrian Independence,5,359,Moldova,1,0,,12,26,1991,7,2,1992,,2,3,-9,MLD,359,1991,875500,-9,618,-9,4363,1150,0.0009099,2011,TRUE,875500,-9,618,-9,1,0,1,0
119435,219,Badme Border,1,531,Eritrea,1,,,5,6,1998,12,12,2000,1,4,6,50000,ERI,531,1998,297000,100,0,555,3577,449,0.0009845,2011,TRUE,684000,300,0,27984,0.434210526,0.333333333,0,0.019832762
119463,938,Third Somalia,4,531,Eritrea,2,1,,10,19,2006,6,11,2008,,4,2,-9,ERI,531,2006,-9,202,0,652,5035,579,0.0022492,2011,TRUE,344982,385,0,35167,-2.60883E-05,0.524675325,0,0.018540109
119511,898,Second Sierra Leone,4,452,Ghana,2,1,,2,6,1998,11,10,2000,,4,1,-9,GHA,452,1998,137000,7,25,8794,19162,3076,0.0010227,2011,TRUE,38020000,311,15195,453518,0.003603367,0.022508039,0.001645278,0.019390631
